demographicid,household,entryhouseholdid,demographiccode,relationhhh,individualage,individualgender,individualeducation,individualedlevel,individualenrolled,householdhead,individualunwell,individualdaysunwell,individuallostdays
60736,11166,84,1,0,49,1,SD,,0,1,1,3,0
60737,11166,84,2,1,43,2,TIDAK SEKOLAH,,0,0,1,3,3
60738,11166,84,3,2,29,1,SD,,0,0,0,998,998
60739,11166,84,4,2,26,2,SMA,,0,0,0,998,998
60740,11166,84,5,2,23,2,SMA,,0,0,1,10,10
60741,11166,84,6,2,20,1,SMA,,1,0,0,998,998
60742,11166,84,7,2,17,2,SMA,,0,0,0,998,998
60743,11167,96,1,0,18,1,SMP,,0,1,0,998,998
60744,11167,96,2,1,21,2,SMA,,0,0,0,998,998
60745,11167,96,3,2,1,2,998,,0,0,0,998,998
60746,11167,96,4,3,50,2,SD,,0,0,0,998,998
60747,11167,96,5,3,58,1,SD,,0,0,0,998,998
60748,11168,95,1,0,48,1,SD,,0,1,0,998,998
60749,11168,95,2,1,47,2,SMP,,0,0,0,998,998
60750,11168,95,3,2,18,1,SMP,,1,0,0,998,998
60751,11168,95,4,2,17,1,SD,,1,0,0,998,998
60752,11168,95,5,2,7,2,TK,,1,0,0,998,998
60753,11169,92,1,0,43,1,SMP,,0,1,0,998,998
60754,11169,92,2,1,37,2,SMP,,0,0,0,998,998
60755,11169,92,3,2,22,1,SMA,,1,0,0,998,998
60756,11169,92,4,2,18,2,SMP,,1,0,0,998,998
60757,11169,92,5,2,5,1,TK,,1,0,0,998,998
60758,11170,87,1,0,48,1,SD,,0,1,0,998,998
60759,11170,87,2,1,39,2,SD,,0,0,0,998,998
60760,11170,87,3,2,19,1,SMA,,0,0,0,998,998
60761,11170,87,4,2,17,2,SMA,,1,0,0,998,998
60762,11170,87,5,2,8,1,SD,,1,0,0,998,998
60763,11171,93,1,0,50,1,SMP,,0,1,1,20,20
60764,11171,93,2,1,46,2,SD,,0,0,1,25,20
60765,11171,93,3,2,20,1,SMP,,0,0,1,7,0
60766,11171,93,4,2,18,2,SMP,,0,0,0,998,998
60767,11171,93,5,2,16,2,SMP,,0,0,0,998,998
60768,11171,93,6,2,14,2,SD,,1,0,0,998,998
60769,11171,93,7,2,9,1,TK,,1,0,0,998,998
60770,11172,85,1,0,65,1,SD,,0,1,1,7,7
60771,11172,85,2,1,55,2,SD,,0,0,1,15,0
60772,11172,85,3,2,23,1,SMP,,0,0,0,998,998
60773,11173,86,1,0,61,2,TIDAK SEKOLAH,,0,1,1,15,0
60774,11174,81,1,0,23,1,SMA,,0,1,0,998,998
60775,11174,81,2,1,23,2,SMA,,0,0,0,998,998
60776,11174,81,3,2,3,2,TK,,1,0,0,998,998
60777,11175,90,1,0,72,1,998,,0,1,0,998,998
60778,11175,90,2,1,55,2,998,,0,0,0,998,998
60779,11175,90,3,2,23,1,SMA,,0,0,0,998,998
60780,11175,90,4,2,20,1,SMA,,0,0,0,998,998
60781,11176,79,1,0,35,1,SD,,0,1,0,998,998
60782,11176,79,2,1,34,2,SD,,0,0,0,998,998
60783,11176,79,3,2,14,2,SD,,1,0,0,998,998
60784,11176,79,4,2,12,1,SD,,0,0,0,998,998
60785,11176,79,5,2,6,2,SD,,1,0,0,998,998
60786,11176,79,6,2,3,1,TK,,1,0,0,998,998
60787,11177,89,1,0,90,1,998,,0,1,0,998,998
60788,11178,83,1,0,40,1,SD,,0,1,1,7,0
60789,11178,83,2,1,30,2,SMA,,1,0,0,998,998
60790,11178,83,3,2,8,2,TK,,1,0,0,998,998
60791,11179,88,1,0,61,1,SD,,0,1,0,998,998
60792,11179,88,2,1,55,2,SD,,0,0,0,998,998
60793,11179,88,3,2,30,1,TK,,0,0,0,998,998
60794,11180,82,1,0,50,1,SMA,,0,1,0,998,998
60795,11180,82,2,1,38,2,SMA,,0,0,0,998,998
60796,11180,82,3,2,19,2,SMA,,1,0,0,998,998
60797,11180,82,4,2,13,1,SD,,1,0,0,998,998
60798,11180,82,5,2,10,2,SD,,1,0,0,998,998
60799,11181,78,1,0,39,1,SD,,0,1,0,998,998
60800,11181,78,2,1,32,2,SMP,,0,0,0,998,998
60801,11181,78,3,2,13,2,SD,,1,0,0,998,998
60802,11181,78,4,2,11,1,TK,,1,0,0,998,998
60803,11181,78,5,2,4,1,TK,,1,0,0,998,998
60804,11181,78,6,2,1,1,BELUM SEKOLAH,,0,0,0,998,998
60805,11182,91,1,0,45,1,SD,,0,1,1,2,2
60806,11182,91,2,1,39,2,SMP,,0,0,0,998,998
60807,11182,91,3,2,19,2,SMP,,0,0,1,2,0
60808,11182,91,4,2,16,2,SMP,,1,0,0,998,998
60809,11182,91,5,2,8,2,TK,,0,0,0,998,998
60810,11182,91,6,2,7,2,TK,,1,0,0,998,998
60811,11182,91,7,2,4,1,998,,0,0,0,998,998
60812,11183,80,1,0,40,1,SD,,0,1,1,15,0
60813,11183,80,2,1,30,2,SD,,0,0,1,3,0
60814,11183,80,3,2,10,2,SD,,1,0,0,998,998
60815,11183,80,4,2,6,2,SD,,1,0,0,998,998
60816,11184,94,1,0,49,1,SD,,0,1,0,998,998
60817,11184,94,2,1,40,2,SD,,0,0,0,998,998
60818,11184,94,3,2,22,2,SMA,,1,0,0,998,998
60819,11184,94,4,2,18,2,SMP,,1,0,0,998,998
60820,11185,64,1,0,44,1,998,,0,1,1,2,2
60821,11185,64,2,1,42,2,SD,,0,0,0,998,998
60822,11185,64,3,2,22,2,SMA,,0,0,0,998,998
60823,11185,64,4,2,20,2,SMA,,0,0,0,998,998
60824,11185,64,5,2,18,2,SD,,0,0,0,998,998
60825,11185,64,6,2,13,2,SD,,1,0,0,998,998
60826,11186,73,1,0,32,2,SMP,,0,1,1,7,0
60827,11186,73,2,2,10,2,SD,,1,0,1,1,0
60828,11187,76,1,0,52,2,SD,,0,1,1,4,4
60829,11188,74,1,0,19,1,SMP,,0,1,0,998,998
60830,11188,74,2,2,14,1,SD,,0,0,0,998,998
60831,11188,74,3,2,12,1,SD,,1,0,0,998,998
60832,11188,74,4,5,47,1,SD,,0,0,1,2,0
60833,11188,74,5,5,37,2,SD,,0,0,0,998,998
60834,11189,61,1,0,82,1,998,,0,1,1,25,25
60835,11189,61,2,1,82,2,998,,0,0,1,25,25
60836,11190,75,1,0,60,1,998,,0,1,0,998,998
60837,11190,75,2,1,36,2,SD,,0,0,1,15,0
60838,11190,75,3,2,2,2,998,,0,0,0,998,998
60839,11191,71,1,0,49,1,SD,,0,1,0,998,998
60840,11191,71,2,1,40,2,SD,,0,0,0,998,998
60841,11191,71,3,2,22,1,SMA,,0,0,0,998,998
60842,11191,71,4,2,20,1,SMA,,1,0,0,998,998
60843,11191,71,5,2,11,2,SD,,1,0,0,998,998
60844,11192,62,1,0,28,2,SMP,,0,1,1,14,0
60845,11192,62,2,2,5,2,TK,,1,0,0,998,998
60846,11192,62,3,2,4,1,998,,1,0,0,998,998
60847,11193,72,1,0,29,1,SMA,,1,1,0,998,998
60848,11193,72,2,1,24,2,SMA,,0,0,0,998,998
60849,11193,72,3,2,5,1,998,,1,0,0,998,998
60850,11193,72,4,2,3,2,998,,0,0,0,998,998
60851,11193,72,5,2,0,2,998,,0,0,0,998,998
60852,11194,63,1,0,24,1,SMA,,0,1,0,998,998
60853,11194,63,2,1,24,2,SMA,,0,0,0,998,998
60854,11194,63,3,2,1,2,998,,0,0,0,998,998
60855,11195,69,1,0,55,1,SMP,,0,1,0,998,998
60856,11195,69,2,1,55,2,SD,,0,0,0,998,998
60857,11196,65,1,0,70,2,998,,0,1,0,998,998
60858,11197,70,1,0,34,2,SD,,0,1,0,998,998
60859,11197,70,2,1,27,2,SD,,0,0,0,998,998
60860,11197,70,3,2,10,2,TK,,1,0,0,998,998
60861,11197,70,4,2,8,1,TK,,1,0,0,998,998
60862,11198,77,1,0,27,1,SMA,,0,1,0,998,998
60863,11198,77,2,1,18,2,SMP,,0,0,0,998,998
60864,11198,77,3,2,1,1,998,,0,0,1,4,0
60865,11198,77,4,3,60,2,998,,0,0,0,998,998
60866,11199,60,1,0,50,2,998,,0,1,1,15,15
60867,11200,66,1,0,52,1,SMA,,0,1,0,998,998
60868,11200,66,2,1,44,2,SD,,0,0,1,7,0
60869,11200,66,3,2,24,1,SMA,,1,0,0,998,998
60870,11200,66,4,2,16,2,SMP,,1,0,0,998,998
60871,11201,67,1,0,29,2,SMP,,0,1,0,998,998
60872,11201,67,2,1,29,2,SMA,,0,0,0,998,998
60873,11202,68,1,0,78,2,998,,0,1,1,7,7
60874,11202,68,2,2,27,2,998,,0,0,1,25,25
60875,11203,102,1,0,45,1,SD,,0,1,0,998,998
60876,11203,102,2,1,39,2,SMA,,0,0,0,998,998
60877,11203,102,3,2,17,2,SMP,,1,0,0,998,998
60878,11203,102,4,2,12,1,SD,,1,0,0,998,998
60879,11204,100,1,0,70,1,SD,,0,1,1,3,0
60880,11204,100,2,1,65,2,998,,0,0,1,3,0
60881,11204,100,3,2,26,1,S1,,0,0,0,998,998
60882,11205,105,1,0,60,1,SD,,0,1,1,7,7
60883,11205,105,2,2,20,2,SMA,,0,0,0,998,998
60884,11205,105,3,2,17,1,SMA,,0,0,1,3,0
60885,11206,107,1,0,53,1,SMP,,0,1,0,998,998
60886,11206,107,2,1,49,2,SMP,,0,0,0,998,998
60887,11206,107,3,2,19,1,SMA,,1,0,0,998,998
60888,11206,107,4,2,15,1,SMP,,1,0,0,998,998
60889,11206,107,5,2,10,1,TK,,1,0,0,998,998
60890,11207,98,1,0,40,1,SMA,,0,1,0,998,998
60891,11207,98,2,1,40,2,SMA,,0,0,0,998,998
60892,11207,98,3,2,21,2,SMA,,0,0,0,998,998
60893,11207,98,4,2,20,2,SMA,,1,0,0,998,998
60894,11207,98,5,2,12,1,SD,,1,0,0,998,998
60895,11208,97,1,0,66,1,SD,,0,1,1,3,0
60896,11208,97,2,1,62,2,SD,,0,0,1,7,0
60897,11208,97,3,2,27,2,S1,,0,0,0,998,998
60898,11208,97,4,2,25,1,SD,,0,0,0,998,998
60899,11208,97,5,2,17,2,SMA,,1,0,0,998,998
60900,11209,108,1,0,28,1,SMP,,0,1,0,998,998
60901,11209,108,2,1,27,2,SD,,0,0,0,998,998
60902,11209,108,3,2,0,1,BELUM SEKOLAH,,0,0,0,998,998
60903,11210,101,1,0,39,1,SMA,,0,1,0,998,998
60904,11210,101,2,1,34,2,SMA,,0,0,0,998,998
60905,11210,101,3,10,3,1,TK,,1,0,1,3,3
60906,11210,101,4,10,1,1,BELUM SEKOLAH,,0,0,1,1,1
60907,11210,101,5,2,13,2,SMP,,0,0,0,998,998
60908,11210,101,6,3,53,2,SMP,,0,0,0,998,998
60909,11210,101,7,3,53,1,SMP,,0,0,0,998,998
60910,11210,101,8,8,29,1,SMP,,0,0,0,998,998
60911,11210,101,9,8,29,2,SMA,,0,0,0,998,998
60912,11211,99,1,0,85,2,998,,0,1,1,25,25
60913,11211,99,2,2,62,2,SD,,0,0,1,25,25
60914,11212,104,1,0,52,1,SMA,,0,1,0,998,998
60915,11212,104,2,1,40,2,SMA,,0,0,1,15,0
60916,11212,104,3,2,18,2,SMA,,1,0,0,998,998
60917,11212,104,4,2,14,2,SD,,1,0,0,998,998
60918,11212,104,5,2,13,1,TK,,1,0,0,998,998
60919,11213,103,1,0,70,1,998,,0,1,1,21,21
60920,11213,103,2,1,60,2,SD,,0,0,0,998,998
60921,11213,103,3,2,28,2,S1,,0,0,0,998,998
60922,11214,106,1,0,61,1,SD,,0,1,1,7,0
60923,11214,106,2,2,33,1,SD,,0,0,1,3,3
60924,11215,180,1,0,48,1,SMP,,0,1,0,998,998
60925,11215,180,2,1,50,2,SMP,,0,0,0,998,998
60926,11215,180,3,2,24,2,SMA,,1,0,0,998,998
60927,11215,180,4,2,21,1,SMA,,0,0,0,998,998
60928,11216,189,1,0,65,2,SD,,0,1,0,998,998
60929,11216,189,2,2,40,2,SMA,,0,0,0,998,998
60930,11216,189,3,2,25,1,S1,,0,0,0,998,998
60931,11216,189,4,2,18,2,SMA,,0,0,0,998,998
60932,11216,189,5,2,14,1,SD,,1,0,0,998,998
60933,11217,175,1,0,51,1,SMP,,0,1,0,998,998
60934,11217,175,2,1,40,2,SD,,0,0,0,998,998
60935,11217,175,3,2,14,2,SD,,1,0,0,998,998
60936,11217,175,4,2,8,1,TK,,1,0,0,998,998
60937,11218,182,1,0,40,1,SMP,,0,1,0,998,998
60938,11218,182,2,1,37,2,SMA,,0,0,0,998,998
60939,11218,182,3,2,20,1,SMA,,0,0,0,998,998
60940,11218,182,4,2,19,1,SMA,,0,0,0,998,998
60941,11218,182,5,2,12,1,SD,,1,0,0,998,998
60942,11218,182,6,2,1,2,BELUM SEKOLAH,,0,0,0,998,998
60943,11219,190,1,0,29,1,SD,,0,1,0,998,998
60944,11219,190,2,1,28,2,SMP,,0,0,0,998,998
60945,11219,190,3,2,10,1,TK,,1,0,0,998,998
60946,11219,190,4,2,4,1,998,,0,0,0,998,998
60947,11220,191,1,0,50,1,SD,,0,1,0,998,998
60948,11220,191,2,1,40,2,SD,,0,0,0,998,998
60949,11220,191,3,2,16,1,SMP,,1,0,0,998,998
60950,11221,179,1,0,36,1,SMA,,0,1,0,998,998
60951,11221,179,2,1,31,2,S1,,0,0,0,998,998
60952,11221,179,3,2,7,2,SD,,1,0,0,998,998
60953,11221,179,4,2,4,2,TK,,1,0,0,998,998
60954,11221,179,5,2,3,1,TK,,1,0,0,998,998
60955,11222,181,1,0,35,1,SMP,,0,1,0,998,998
60956,11222,181,2,1,31,2,SMA,,0,0,0,998,998
60957,11222,181,3,2,10,1,TK,,1,0,0,998,998
60958,11222,181,4,2,9,2,TK,,1,0,0,998,998
60959,11223,178,1,0,46,1,SMA,,0,1,1,3,0
60960,11223,178,2,1,36,2,SMA,,0,0,0,998,998
60961,11223,178,3,2,15,2,SD,,1,0,0,998,998
60962,11223,178,4,2,13,2,SD,,1,0,0,998,998
60963,11224,176,1,0,40,1,SD,,0,1,0,998,998
60964,11224,176,2,1,35,2,SD,,0,0,0,998,998
60965,11224,176,3,2,9,2,TK,,1,0,0,998,998
60966,11224,176,4,2,5,1,TK,,1,0,0,998,998
60967,11224,176,5,2,3,2,BELUM SEKOLAH,,0,0,0,998,998
60968,11224,176,6,3,80,1,TIDAK SEKOLAH,,0,0,0,998,998
60969,11224,176,7,3,70,2,TIDAK SEKOLAH,,0,0,0,998,998
60970,11225,172,1,0,30,1,SMA,,0,1,1,15,0
60971,11225,172,2,1,23,2,SMP,,0,0,1,10,0
60972,11225,172,3,2,4,2,TK,,1,0,1,3,3
60973,11226,187,1,0,50,1,998,,0,1,0,998,998
60974,11226,187,2,1,37,2,998,,0,0,0,998,998
60975,11226,187,3,2,22,1,SMA,,0,0,0,998,998
60976,11226,187,4,2,17,1,SMP,,0,0,0,998,998
60977,11226,187,5,2,9,1,TK,,1,0,0,998,998
60978,11226,187,6,2,5,2,TK,,1,0,0,998,998
60979,11226,187,7,2,0,1,998,,0,0,0,998,998
60980,11227,183,1,0,30,1,998,,0,1,0,998,998
60981,11227,183,2,1,28,2,998,,0,0,0,998,998
60982,11227,183,3,2,11,1,SD,,1,0,0,998,998
60983,11227,183,4,2,10,2,SD,,1,0,0,998,998
60984,11227,183,5,2,3,1,998,,0,0,0,998,998
60985,11228,184,1,0,40,1,998,,0,1,0,998,998
60986,11228,184,2,1,38,2,998,,0,0,0,998,998
60987,11228,184,3,2,15,1,SD,,1,0,0,998,998
60988,11228,184,4,2,14,2,SD,,1,0,0,998,998
60989,11229,186,1,0,29,1,SMA,,0,1,0,998,998
60990,11229,186,2,1,27,2,SMA,,0,0,0,998,998
60991,11229,186,3,2,7,1,TK,,1,0,0,998,998
60992,11230,188,1,0,36,1,998,,0,1,1,3,0
60993,11230,188,2,1,28,2,SD,,0,0,0,998,998
60994,11230,188,3,2,13,2,SD,,1,0,0,998,998
60995,11230,188,4,2,12,1,TK,,1,0,0,998,998
60996,11230,188,5,2,10,2,TK,,1,0,0,998,998
60997,11231,185,1,0,60,2,998,,0,1,0,998,998
60998,11232,174,1,0,45,1,SD,,0,1,0,998,998
60999,11232,174,2,1,40,2,SD,,0,0,0,998,998
61000,11232,174,3,2,21,1,SMA,,0,0,0,998,998
61001,11232,174,4,2,16,2,SMP,,1,0,0,998,998
61002,11233,177,1,0,31,1,SMA,,0,1,0,998,998
61003,11233,177,2,1,27,2,SMA,,0,0,0,998,998
61004,11233,177,3,2,8,2,SD,,1,0,0,998,998
61005,11233,177,4,2,7,2,SD,,1,0,0,998,998
61006,11233,177,5,2,5,1,TK,,1,0,0,998,998
61007,11234,151,1,0,72,1,SD,,1,1,0,998,998
61008,11234,151,2,1,72,2,998,,0,0,0,998,998
61009,11235,158,1,0,45,2,998,,0,1,1,25,25
61010,11236,152,1,0,31,1,SD,,0,1,0,998,998
61011,11236,152,2,1,30,2,SMA,,0,0,0,998,998
61012,11236,152,3,2,8,2,TK,,1,0,0,998,998
61013,11237,160,1,0,51,1,SMA,,0,1,0,998,998
61014,11237,160,2,1,51,2,S1,,0,0,0,998,998
61015,11237,160,3,2,25,2,D3,,0,0,0,998,998
61016,11237,160,4,2,19,2,SMA,,1,0,0,998,998
61017,11238,159,1,0,50,1,SD,,0,1,0,998,998
61018,11238,159,2,1,49,2,SMP,,0,0,0,998,998
61019,11238,159,3,2,26,2,S1,,0,0,0,998,998
61020,11238,159,4,2,25,1,SMA,,1,0,0,998,998
61021,11238,159,5,2,17,1,SMP,,1,0,0,998,998
61022,11238,159,6,2,13,1,SD,,1,0,0,998,998
61023,11239,157,1,0,63,1,SMEP SETARA DENGAN SMP,,0,1,0,998,998
61024,11239,157,2,1,61,2,SD,,0,0,0,998,998
61025,11239,157,3,2,25,1,S1,,0,0,0,998,998
61026,11239,157,4,2,13,2,SD,,1,0,0,998,998
61027,11240,153,1,0,24,1,998,,0,1,1,7,3
61028,11240,153,2,1,24,2,SMP,,0,0,0,998,998
61029,11240,153,3,2,5,2,998,,0,0,1,3,3
61030,11241,164,1,0,21,1,SMA,,0,1,0,998,998
61031,11241,164,2,1,21,2,SMA,,0,0,0,998,998
61032,11241,164,3,2,3,1,998,,0,0,1,1,0
61033,11242,161,1,0,53,1,998,,0,1,1,25,0
61034,11242,161,2,1,50,2,998,,0,0,1,20,15
61035,11242,161,3,2,18,1,998,,0,0,0,998,998
61036,11243,156,1,0,40,1,998,,0,1,1,5,5
61037,11243,156,2,1,39,2,998,,0,0,1,1,1
61038,11243,156,3,2,18,1,SMA,,0,0,0,998,998
61039,11243,156,4,2,14,1,SD,,1,0,0,998,998
61040,11243,156,5,2,4,1,998,,0,0,1,1,0
61041,11244,155,1,0,48,1,998,,0,1,0,998,998
61042,11244,155,2,2,16,1,SMP,,1,0,1,3,3
61043,11244,155,3,2,7,2,TK,,1,0,0,998,998
61044,11245,154,1,0,29,1,998,,0,1,0,998,998
61045,11245,154,2,1,28,2,SD,,0,0,0,998,998
61046,11245,154,3,2,4,2,998,,0,0,0,998,998
61047,11245,154,4,2,2,2,998,,0,0,0,998,998
61048,11245,154,5,2,1,1,998,,0,0,0,998,998
61049,11246,198,1,0,30,1,SD,,0,1,1,7,7
61050,11246,198,2,1,28,2,D1,,0,0,1,4,0
61051,11246,198,3,2,9,2,SD,,1,0,1,1,1
61052,11246,198,4,2,5,2,998,,0,0,0,998,998
61053,11246,198,5,2,3,1,998,,0,0,0,998,998
61054,11246,198,6,2,2,1,998,,0,0,0,998,998
61055,11247,162,1,0,48,1,998,,0,1,0,998,998
61056,11247,162,2,1,46,2,998,,0,0,0,998,998
61057,11247,162,3,2,27,1,998,,0,0,0,998,998
61058,11247,162,4,2,19,2,SMA,,1,0,0,998,998
61059,11247,162,5,2,18,2,SMP,,1,0,0,998,998
61060,11247,162,6,2,18,2,SMP,,1,0,0,998,998
61061,11248,163,1,0,25,1,998,,0,1,1,7,7
61062,11248,163,2,1,25,2,998,,0,0,1,7,7
61063,11249,171,1,0,36,1,SD,,0,1,0,998,998
61064,11249,171,2,1,31,2,SMA,,0,0,0,998,998
61065,11249,171,3,2,9,2,TK,,1,0,0,998,998
61066,11249,171,4,2,2,2,998,,0,0,0,998,998
61067,11250,197,1,0,40,1,SD,,1,1,1,1,0
61068,11250,197,2,1,35,2,998,,0,0,0,998,998
61069,11250,197,3,13,0,2,998,,0,0,998,998,998
61070,11250,197,4,2,25,2,SMA,,0,0,1,3,0
61071,11250,197,5,4,1,2,998,,0,0,1,2,0
61072,11250,197,6,6,30,1,S1,,0,0,0,998,998
61073,11251,195,1,0,36,1,SMA,,0,1,0,998,998
61074,11251,195,2,1,34,2,SMA,,0,0,1,4,0
61075,11251,195,3,13,0,2,998,,0,0,998,998,998
61076,11251,195,4,2,12,2,SD,,0,0,1,7,3
61077,11252,167,1,0,55,1,998,,0,1,0,998,998
61078,11252,167,2,1,50,2,998,,0,0,0,998,998
61079,11253,165,1,0,56,1,SD,,0,1,1,2,2
61080,11253,165,2,1,56,2,998,,0,0,0,998,998
61081,11253,165,3,2,24,1,SD,,0,0,0,998,998
61082,11254,166,1,0,62,1,SD,,0,1,0,998,998
61083,11254,166,2,1,56,2,998,,0,0,0,998,998
61084,11254,166,3,2,26,1,SMP,,0,0,0,998,998
61085,11255,170,1,0,45,1,SMA,,0,1,0,998,998
61086,11255,170,2,1,45,2,SMA,,0,0,0,998,998
61087,11256,168,1,0,53,1,SD,,0,1,1,7,0
61088,11256,168,2,1,49,2,SD,,0,0,1,4,2
61089,11256,168,3,2,24,1,SMP,,0,0,0,998,998
61090,11256,168,4,2,12,1,SD,,1,0,0,998,998
61091,11257,169,1,0,34,1,SMP,,0,1,0,998,998
61092,11257,169,2,1,42,2,SD,,0,0,0,998,998
61093,11257,169,3,2,18,2,SMP,,1,0,0,998,998
61094,11257,169,4,2,14,2,SD,,1,0,0,998,998
61095,11258,193,1,0,52,1,SD,,0,1,1,3,0
61096,11258,193,2,1,44,2,SMP,,0,0,0,998,998
61097,11258,193,3,2,14,1,SMP,,1,0,0,998,998
61098,11258,193,4,2,11,2,SD,,1,0,0,998,998
61099,11259,196,1,0,83,2,998,,0,1,1,1,1
61100,11260,192,1,0,50,2,SD,,0,1,0,998,998
61101,11261,194,1,0,70,2,998,,0,1,1,2,2
61102,11262,142,1,0,47,1,SD,,0,1,1,1,0
61103,11262,142,2,1,43,2,SMP,,0,0,0,998,998
61104,11262,142,3,2,21,2,SMA,,1,0,0,998,998
61105,11262,142,4,2,14,2,SD,,1,0,0,998,998
61106,11262,142,5,2,2,2,998,,0,0,0,998,998
61107,11263,143,1,0,65,1,SMP,,0,1,0,998,998
61108,11263,143,2,1,50,2,SMP,,0,0,1,3,3
61109,11263,143,3,2,18,2,SMA,,1,0,0,998,998
61110,11263,143,4,2,17,2,SMP,,1,0,0,998,998
61111,11264,150,1,0,56,1,SD,,0,1,1,3,0
61112,11264,150,2,1,46,2,SD,,0,0,1,2,0
61113,11264,150,3,2,22,2,SMA,,0,0,0,998,998
61114,11264,150,4,2,28,1,SD,,0,0,0,998,998
61115,11265,147,1,0,57,1,SMP,,0,1,0,998,998
61116,11265,147,2,1,47,2,SD,,0,0,1,7,0
61117,11265,147,3,2,17,1,SMP,,0,0,0,998,998
61118,11265,147,4,2,10,1,SD,,0,0,0,998,998
61119,11266,140,1,0,38,1,SMA,,0,1,0,998,998
